time,vibration,label
0.0,0.028072680250346684,normal
0.020004000800160033,0.15439886486420415,normal
0.040008001600320066,0.13064961678062192,normal
0.0600120024004801,0.14272344766104605,normal
0.08001600320064013,0.5244108510437412,normal
0.10002000400080016,0.2963095141466067,normal
0.1200240048009602,0.5560205118212854,normal
0.14002800560112022,0.16993772812720837,normal
0.16003200640128026,0.4934892610938635,normal
0.1800360072014403,0.41464163190402153,normal
0.20004000800160032,0.1310445832282334,normal
0.22004400880176037,0.28667750937592784,normal
0.2400480096019204,0.11332502431056335,normal
0.2600520104020804,0.12500862466072266,normal
0.28005601120224044,-0.4240627010985561,normal
0.3000600120024005,-0.3916648073837573,normal
0.3200640128025605,-0.628014371004808,normal
0.34006801360272054,-0.37265997086234753,normal
0.3600720144028806,-0.7271478269505163,normal
0.38007601520304063,-0.5657310220485898,normal
0.40008001600320064,-0.66395977277847,normal
0.4200840168033607,-0.115726211700172,normal
0.44008801760352073,-0.33213223124686375,normal
0.46009201840368075,-0.0954188378905948,normal
0.4800960192038408,-0.31375641320769687,normal
0.5001000200040008,0.03427649355747366,normal
0.5201040208041608,0.29716650570744224,normal
0.5401080216043209,0.17389870339180502,normal
0.5601120224044809,0.42782500219906516,normal
0.580116023204641,0.5330708133932344,normal
0.600120024004801,0.7073053683920354,normal
0.620124024804961,0.587737742183156,normal
0.640128025605121,0.5439614522161554,normal
0.6601320264052811,0.1365023807644531,normal
0.6801360272054411,0.48837970739747394,normal
0.7001400280056012,0.016090249699015347,normal
0.7201440288057612,0.23085224643134453,normal
0.7401480296059212,0.3390231564867201,normal
0.7601520304060813,-0.17100774746768455,normal
0.7801560312062413,-0.32751308443572447,normal
0.8001600320064013,-0.3100358350062944,normal
0.8201640328065614,-0.1050303966606102,normal
0.8401680336067214,-0.3054892921378496,normal
0.8601720344068814,-0.3518682417200121,normal
0.8801760352070415,-0.5536754272845191,normal
0.9001800360072015,-0.5196356444919443,normal
0.9201840368073615,-0.20766174101681859,normal
0.9401880376075216,-0.5060779480467757,normal
0.9601920384076816,-0.30784784341416954,normal
0.9801960392078416,0.05662252468275575,normal
1.0002000400080016,0.2381039823740621,normal
1.0202040408081616,0.2208286232534222,normal
1.0402080416083217,0.017198395803386446,normal
1.0602120424084818,0.33616771828968656,normal
1.0802160432086418,0.2159391850528877,normal
1.100220044008802,0.36711484979223263,normal
1.1202240448089618,0.5647255490452199,normal
1.1402280456091218,0.6801315277365226,normal
1.160232046409282,0.12890856059980793,normal
1.180236047209442,0.08119045211957054,normal
1.200240048009602,0.1954652600260391,normal
1.2202440488097621,-0.08051383493085726,normal
1.240248049609922,0.04246991862841143,normal
1.260252050410082,-0.04498491448352575,normal
1.280256051210242,-0.12972834927221677,normal
1.3002600520104022,-0.14237992659340318,normal
1.3202640528105622,-0.38317720423584456,normal
1.340268053610722,-0.5266209383534914,normal
1.3602720544108822,-0.544817393397073,normal
1.3802760552110422,-0.5574041437682785,normal
1.4002800560112023,-0.6954306056480796,normal
1.4202840568113624,-0.6079772920404538,normal
1.4402880576115225,-0.23126145434311213,normal
1.4602920584116823,-0.4539514165833392,normal
1.4802960592118424,-0.2390360818538092,normal
1.5003000600120024,0.11680015712697019,normal
1.5203040608121625,0.10071473444283356,normal
1.5403080616123226,0.14527610526011472,normal
1.5603120624124827,0.7166816298427257,normal
1.5803160632126425,0.8137658636210308,normal
1.6003200640128026,0.87259493996139,normal
1.6203240648129626,0.44220909897428085,normal
1.6403280656131227,0.38651179988087864,normal
1.6603320664132828,0.6512543396770125,normal
1.6803360672134429,0.2167865320171618,normal
1.7003400680136027,0.4211998439463308,normal
1.7203440688137628,0.13964902496541856,normal
1.7403480696139229,-0.16090850385999766,normal
1.760352070414083,0.15900437819885388,normal
1.780356071214243,-0.39952288922214096,normal
1.800360072014403,-0.048728679953136345,normal
1.820364072814563,-0.2655676959087303,normal
1.840368073614723,-0.3953212508483784,normal
1.860372074414883,-0.5488338060743317,normal
1.8803760752150431,-0.2304422456193011,normal
1.9003800760152032,-0.4923403957978953,normal
1.9203840768153633,-0.5225473534075701,normal
1.9403880776155231,-0.3214283021741058,normal
